20230818,종로구,35
20230819,종로구,25
20230820,종로구,25
20230821,종로구,23
20230822,종로구,19
20230823,종로구,12
20230824,종로구,5
20230825,종로구,9
20230826,종로구,37
20230827,종로구,26
20230828,종로구,13
20230829,종로구,15
20230830,종로구,17
20230831,종로구,20
20230901,종로구,25
20230902,종로구,27
20230903,종로구,16
20230904,종로구,16
20230905,종로구,16
20230906,종로구,15
20230907,종로구,16
20230908,종로구,16
20230909,종로구,28
20230910,종로구,34
20230911,종로구,29
20230912,종로구,28
20230913,종로구,21
20230914,종로구,6
20230915,종로구,8
20230916,종로구,10
20230917,종로구,12
20230918,종로구,16
20230919,종로구,26
20230920,종로구,19
20230921,종로구,9
20230922,종로구,19
20230923,종로구,16
20230924,종로구,10
20230925,종로구,11
20230926,종로구,4
20230927,종로구,9
20230928,종로구,44
20230929,종로구,28
20230930,종로구,26
20231001,종로구,24
20231002,종로구,17
20231003,종로구,19
20231004,종로구,20
20231005,종로구,30
20231006,종로구,22
20231007,종로구,18
20231008,종로구,9
20231009,종로구,10
20231010,종로구,16
20231011,종로구,20
20231012,종로구,26
20231013,종로구,33
20231014,종로구,26
20231015,종로구,23
20231016,종로구,43
20231017,종로구,34
20231018,종로구,31
20231019,종로구,26
20231020,종로구,19
20231021,종로구,16
20231022,종로구,22
20231023,종로구,26
20231024,종로구,31
20231025,종로구,34
20231026,종로구,43
20231027,종로구,26
20231028,종로구,35
20231029,종로구,28
20231030,종로구,39
20231031,종로구,47
20231101,종로구,49
20231102,종로구,39
20231103,종로구,33
20231104,종로구,43
20231105,종로구,12
20231106,종로구,19
20231107,종로구,20
20231108,종로구,24
20231109,종로구,28
20231110,종로구,16
20231111,종로구,18
20231112,종로구,18
20231113,종로구,22
20231114,종로구,26
20231115,종로구,43
20231116,종로구,47
20231117,종로구,18
20231118,종로구,21
20231119,종로구,40
20231120,종로구,30
20231121,종로구,33
20231122,종로구,41
20231123,종로구,93
20231124,종로구,16
20231125,종로구,18
20231126,종로구,24
20231127,종로구,42
20231128,종로구,31
20231129,종로구,17
20231130,종로구,18
20231201,종로구,22
20231202,종로구,35
20231203,종로구,38
20231204,종로구,43
20231205,종로구,43
20231206,종로구,67
20231207,종로구,62
20231208,종로구,80
20231209,종로구,72
20231210,종로구,78
20231211,종로구,4
20231212,종로구,7
20231213,종로구,12
20231214,종로구,8
20231215,종로구,6
20231216,종로구,19
20231217,종로구,13
20231218,종로구,13
20231219,종로구,24
20231220,종로구,41
20231221,종로구,20
20231222,종로구,21
20231223,종로구,32
20231224,종로구,37
20231225,종로구,43
20231226,종로구,51
20231227,종로구,83
20231228,종로구,54
20231229,종로구,45
20231230,종로구,39
20231231,종로구,22
20240101,종로구,22
20240102,종로구,42
20240103,종로구,42
20240104,종로구,56
20240105,종로구,89
20240106,종로구,25
20240107,종로구,24
20240108,종로구,23
20240109,종로구,30
20240110,종로구,70
20240111,종로구,68
20240112,종로구,59
20240113,종로구,24
20240114,종로구,34
20240115,종로구,22
20240116,종로구,31
20240117,종로구,36
20240118,종로구,27
20240119,종로구,13
20240120,종로구,4
20240121,종로구,9
20240122,종로구,34
20240123,종로구,23
20240124,종로구,23
20240125,종로구,23
20240126,종로구,33
20240127,종로구,50
20240128,종로구,31
20240129,종로구,44
20240130,종로구,59
20240131,종로구,57
20240201,종로구,86
20240202,종로구,38
20240203,종로구,33
20240204,종로구,23
20240205,종로구,6
20240206,종로구,13
20240207,종로구,33
20240208,종로구,39
20240211,종로구,67
20240212,종로구,67
20240213,종로구,69
20240214,종로구,53
20240215,종로구,22
20240216,종로구,23
20240217,종로구,42
20240218,종로구,39
20240219,종로구,12
20240220,종로구,29
20240221,종로구,3
20240222,종로구,4
20240223,종로구,8
20240224,종로구,13
20240225,종로구,10
20240226,종로구,30
20240227,종로구,16
20240228,종로구,31
20240229,종로구,54
20240301,종로구,36
20240302,종로구,33
20240303,종로구,112
20240304,종로구,69
20240305,종로구,41
20240306,종로구,12
20240307,종로구,28
20240308,종로구,41
20240309,종로구,32
20240310,종로구,30
20240311,종로구,34
20240312,종로구,28
20240313,종로구,44
20240314,종로구,59
20240315,종로구,50
20240316,종로구,51
20240317,종로구,96
20240318,종로구,18
20240319,종로구,49
20240320,종로구,39
20240321,종로구,33
20240322,종로구,41
20240323,종로구,59
20240324,종로구,29
20240325,종로구,16
20240326,종로구,5
20240327,종로구,23
20240328,종로구,24
20240329,종로구,239
