20240330,종로구,89
20240331,종로구,38
20240401,종로구,38
20240402,종로구,48
20240403,종로구,40
20240404,종로구,29
20240405,종로구,39
20240406,종로구,66
20240407,종로구,54
20240408,종로구,51
20240409,종로구,37
20240410,종로구,40
20240411,종로구,47
20240412,종로구,48
20240413,종로구,37
20240414,종로구,41
20240415,종로구,20
20240416,종로구,71
20240417,종로구,139
20240418,종로구,116
20240419,종로구,91
20240420,종로구,64
20240421,종로구,13
20240422,종로구,29
20240423,종로구,19
20240424,종로구,10
20240425,종로구,28
20240426,종로구,64
20240427,종로구,45
20240428,종로구,35
20240429,종로구,41
20240430,종로구,58
20240501,종로구,24
20240502,종로구,34
20240503,종로구,45
20240504,종로구,55
20240505,종로구,25
20240506,종로구,9
20240507,종로구,21
20240508,종로구,20
20240509,종로구,30
20240510,종로구,30
20240511,종로구,18
20240512,종로구,68
20240513,종로구,28
20240514,종로구,27
20240515,종로구,21
20240516,종로구,15
20240517,종로구,44
20240518,종로구,26
20240519,종로구,23
20240520,종로구,29
20240521,종로구,43
20240522,종로구,61
20240523,종로구,32
20240524,종로구,34
20240525,종로구,31
